date,maxt,mint,rain,year,month,source_file,Name,Location,Opened
2014-02-01,9.3,4.0,168.1,2014.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-03-01,12.8,3.5,43.1,2014.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-04-01,15.0,6.3,42.6,2014.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-05-01,17.4,8.7,95.2,2014.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-06-01,21.4,11.3,57.4,2014.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-07-01,23.9,12.7,30.4,2014.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-08-01,19.8,11.3,110.0,2014.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-09-01,20.8,10.8,19.7,2014.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-10-01,16.1,9.7,93.1,2014.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-11-01,11.4,5.8,113.0,2014.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2014-12-01,9.1,2.0,35.2,2014.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-01-01,8.5,2.0,73.0,2015.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-02-01,7.8,1.2,35.3,2015.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-03-01,11.0,3.4,38.4,2015.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-04-01,15.7,4.7,14.1,2015.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-05-01,16.1,7.5,70.8,2015.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-06-01,20.2,10.0,19.3,2015.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-07-01,21.2,12.2,42.9,2015.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-08-01,20.5,12.2,92.5,2015.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-09-01,18.2,8.0,36.3,2015.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-10-01,15.3,7.5,38.0,2015.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-11-01,12.9,7.4,65.7,2015.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2015-12-01,13.1,8.3,125.9,2015.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-01-01,9.2,3.1,115.4,2016.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-02-01,9.2,2.1,81.6,2016.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-03-01,10.4,1.9,68.0,2016.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-04-01,12.9,3.6,42.4,2016.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-05-01,18.6,8.1,57.7,2016.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-06-01,20.5,12.2,80.7,2016.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-07-01,22.3,13.0,10.4,2016.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-08-01,22.3,12.8,49.1,2016.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-09-01,20.4,12.6,56.9,2016.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-10-01,15.0,7.1,23.8,2016.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-11-01,9.8,3.0,112.4,2016.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2016-12-01,9.2,2.2,34.4,2016.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-01-01,7.8,0.9,60.0,2017.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-02-01,9.4,3.7,37.6,2017.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-03-01,13.2,5.0,58.0,2017.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-04-01,15.0,4.5,8.0,2017.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-05-01,18.9,9.0,75.0,2017.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-06-01,21.8,12.5,75.0,2017.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-07-01,22.4,13.0,63.0,2017.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-08-01,20.1,11.7,49.8,2017.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-09-01,18.2,9.8,45.8,2017.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-10-01,16.1,9.8,38.6,2017.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-11-01,11.0,3.3,37.2,2017.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2017-12-01,8.4,1.9,98.8,2017.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-01-01,8.9,2.7,70.4,2018.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-02-01,6.9,0.6,22.2,2018.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-03-01,8.7,1.6,139.4,2018.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-04-01,14.0,6.8,73.2,2018.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-05-01,19.4,8.1,80.2,2018.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-06-01,22.8,11.7,9.0,2018.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-07-01,26.3,13.7,36.4,2018.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-08-01,21.9,12.5,63.0,2018.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-09-01,18.7,9.9,44.4,2018.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-10-01,15.4,6.0,56.8,2018.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-11-01,,,74.0,2018.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2018-12-01,10.4,4.9,78.6,2018.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-01-01,7.3,1.7,25.2,2019.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-02-01,11.9,1.8,40.0,2019.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-03-01,12.3,4.9,66.6,2019.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-04-01,14.7,4.8,75.8,2019.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-05-01,17.4,6.8,43.4,2019.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-06-01,19.2,10.8,140.0,2019.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-07-01,23.3,13.4,36.6,2019.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-08-01,22.1,13.2,77.8,2019.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-09-01,19.6,10.7,84.0,2019.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-10-01,14.1,7.1,139.6,2019.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-11-01,9.5,4.1,115.4,2019.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2019-12-01,9.1,3.2,95.0,2019.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-01-01,9.4,4.3,73.4,2020.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-02-01,10.2,4.0,162.6,2020.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-03-01,11.3,3.0,40.8,2020.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-04-01,17.4,5.4,44.0,2020.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-05-01,19.7,,4.6,2020.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-06-01,20.8,,86.0,2020.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-07-01,21.0,12.3,33.2,2020.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-08-01,22.4,13.8,123.0,2020.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-09-01,19.6,9.9,27.0,2020.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-10-01,13.9,8.0,133.2,2020.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-11-01,11.7,5.3,58.2,2020.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2020-12-01,8.3,3.1,174.6,2020.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-01-01,6.7,1.1,96.6,2021.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-02-01,8.8,2.4,68.6,2021.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-03-01,11.7,3.6,33.2,2021.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-04-01,13.0,1.6,19.2,2021.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-05-01,15.3,6.6,144.8,2021.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-06-01,21.2,11.6,38.6,2021.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-07-01,23.7,14.0,72.2,2021.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-08-01,20.6,12.5,32.6,2021.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-09-01,21.2,11.8,82.0,2021.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-10-01,15.9,9.9,131.2,2021.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-11-01,11.2,4.3,9.2,2021.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2021-12-01,9.7,5.1,58.8,2021.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-01-01,8.7,0.7,16.2,2022.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-02-01,11.0,4.4,86.2,2022.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-03-01,12.8,3.4,35.4,2022.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-04-01,15.1,4.5,,2022.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-05-01,18.3,9.2,35.8,2022.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-06-01,20.8,10.7,50.0,2022.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-07-01,24.6,13.0,22.0,2022.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-08-01,25.4,13.3,27.4,2022.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-09-01,19.7,10.4,,2022.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-10-01,17.3,9.7,,2022.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-11-01,12.3,6.5,150.4,2022.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2022-12-01,7.0,0.8,65.4,2022.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-01-01,8.8,2.4,75.2,2023.0,1.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-02-01,10.8,3.0,7.2,2023.0,2.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-03-01,10.6,4.8,124.2,2023.0,3.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-04-01,13.5,4.6,62.2,2023.0,4.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-05-01,19.1,7.9,33.8,2023.0,5.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-06-01,23.7,12.4,24.6,2023.0,6.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-07-01,20.7,12.6,63.2,2023.0,7.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-08-01,21.1,12.3,42.4,2023.0,8.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-09-01,22.1,12.7,48.2,2023.0,9.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-10-01,16.8,9.3,137.0,2023.0,10.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-11-01,11.4,5.0,80.8,2023.0,11.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
2023-12-01,10.5,5.9,130.6,2023.0,12.0,Rossonwye,Ross-on-wye,"-2.584, 51.911",1931
,,,,,,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-01-01,,,58.3,1946.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-02-01,,,74.2,1946.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-03-01,,,19.8,1946.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-04-01,,,22.3,1946.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-05-01,,,49.6,1946.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-06-01,,,55.4,1946.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-07-01,,,66.4,1946.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-08-01,,,114.0,1946.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-09-01,,,80.5,1946.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-10-01,,,16.8,1946.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-11-01,,,113.5,1946.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1946-12-01,,,60.7,1946.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-01-01,,,41.7,1947.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-02-01,,,32.0,1947.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-03-01,,,130.5,1947.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-04-01,,,49.4,1947.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-05-01,,,58.0,1947.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-06-01,,,33.6,1947.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-07-01,,,76.4,1947.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-08-01,,,14.5,1947.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-09-01,,,38.8,1947.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-10-01,,,12.7,1947.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-11-01,,,46.2,1947.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1947-12-01,,,44.1,1947.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-01-01,,,128.6,1948.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-02-01,,,28.1,1948.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-03-01,,,23.9,1948.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-04-01,,,28.9,1948.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-05-01,,,40.4,1948.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-06-01,,,86.2,1948.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-07-01,,,46.2,1948.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-08-01,,,63.5,1948.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-09-01,,,50.7,1948.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-10-01,,,45.3,1948.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-11-01,,,49.9,1948.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1948-12-01,,,88.1,1948.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-01-01,,,39.8,1949.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-02-01,,,16.9,1949.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-03-01,,,51.2,1949.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-04-01,,,63.9,1949.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-05-01,,,42.6,1949.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-06-01,,,19.1,1949.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-07-01,,,62.3,1949.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-08-01,,,31.7,1949.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-09-01,,,18.5,1949.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-10-01,,,80.8,1949.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-11-01,,,73.2,1949.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1949-12-01,,,44.2,1949.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-01-01,,,10.9,1950.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-02-01,,,113.3,1950.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-03-01,,,30.0,1950.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-04-01,,,68.5,1950.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-05-01,,,22.9,1950.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-06-01,,,25.3,1950.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-07-01,,,58.1,1950.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-08-01,,,126.5,1950.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-09-01,,,94.2,1950.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-10-01,,,30.0,1950.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-11-01,,,92.4,1950.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1950-12-01,,,60.2,1950.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-01-01,,,42.5,1951.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-02-01,,,46.4,1951.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-03-01,,,103.7,1951.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-04-01,,,45.7,1951.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-05-01,,,73.0,1951.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-06-01,,,26.9,1951.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-07-01,,,48.3,1951.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-08-01,,,88.7,1951.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-09-01,,,49.3,1951.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-10-01,,,27.4,1951.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-11-01,,,128.6,1951.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1951-12-01,,,59.9,1951.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-01-01,,,60.4,1952.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-02-01,,,8.8,1952.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-03-01,,,33.6,1952.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-04-01,,,48.3,1952.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-05-01,,,53.6,1952.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-06-01,,,42.8,1952.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-07-01,,,23.3,1952.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-08-01,,,63.1,1952.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-09-01,,,35.3,1952.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-10-01,,,106.9,1952.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-11-01,,,56.9,1952.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1952-12-01,,,66.4,1952.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-01-01,,,19.1,1953.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-02-01,,,35.3,1953.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-03-01,,,24.8,1953.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-04-01,,,66.6,1953.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-05-01,,,52.2,1953.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-06-01,,,60.8,1953.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-07-01,,,70.2,1953.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-08-01,,,50.3,1953.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-09-01,,,55.1,1953.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-10-01,,,49.5,1953.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-11-01,,,49.6,1953.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1953-12-01,,,23.7,1953.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-01-01,,,57.5,1954.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-02-01,,,62.4,1954.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-03-01,,,45.1,1954.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-04-01,,,8.8,1954.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-05-01,,,57.6,1954.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-06-01,,,56.2,1954.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-07-01,,,64.0,1954.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-08-01,,,96.2,1954.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-09-01,,,52.8,1954.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-10-01,,,121.0,1954.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-11-01,,,109.6,1954.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1954-12-01,,,54.7,1954.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-01-01,,,61.1,1955.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-02-01,,,31.2,1955.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-03-01,,,65.8,1955.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-04-01,,,31.5,1955.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-05-01,,,90.3,1955.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-06-01,,,70.7,1955.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-07-01,,,14.8,1955.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-08-01,,,35.1,1955.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-09-01,,,53.1,1955.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-10-01,,,27.0,1955.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-11-01,,,36.4,1955.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1955-12-01,,,56.5,1955.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-01-01,,,74.1,1956.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-02-01,,,8.9,1956.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-03-01,,,20.2,1956.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-04-01,,,42.5,1956.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-05-01,,,8.4,1956.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-06-01,,,42.9,1956.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-07-01,,,67.8,1956.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-08-01,,,113.8,1956.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-09-01,,,54.4,1956.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-10-01,,,46.5,1956.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-11-01,,,18.5,1956.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1956-12-01,,,50.3,1956.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-01-01,8.6,1.6,30.9,1957.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-02-01,8.4,0.3,50.2,1957.0,2.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-03-01,12.6,4.6,41.3,1957.0,3.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-04-01,12.9,3.1,6.3,1957.0,4.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-05-01,14.8,4.8,32.9,1957.0,5.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-06-01,20.9,7.6,34.8,1957.0,6.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-07-01,19.6,12.4,93.3,1957.0,7.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-08-01,18.8,10.9,127.5,1957.0,8.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-09-01,15.5,8.5,131.8,1957.0,9.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-10-01,14.0,6.1,40.0,1957.0,10.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-11-01,8.7,2.8,38.1,1957.0,11.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1957-12-01,7.4,0.0,22.9,1957.0,12.0,Shawbury,Shawbury,"-2.663, 52.794",1946
1958-01-01,6.3,-1.0,63.3,1958.0,1.0,Shawbury,Shawbury,"-2.663, 52.794",1946
